분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
전시/미술,금천구,[금천가족공연예술축제] 탈춤연구소,2023-04-14~2023-05-13,금나래갤러리,금천문화재단,"시민, 예술가, 지역단체",무료,"(참여 작가) 안성현, 임지영, 홍지희 / (탈꾼) 김영찬, 김지훈, 박인선, 박희수, 손병호, 이정동, 이주원, 장해솔, 최민우, 허창열 / (악사) 강병하, 김성현, 허동혁",탈춤에 관한 다양한 상상이 펼쳐지는 전시 및 쇼케이스 공연,"(공간 기획) 홍서희 / (전시 안내) 이은샘 / (드라마터그) 허선혜 / (음향감독) 박재식 / (무대감독) 박수예 / (무대조감독) 한아름 / (기획) 김은정, 문정인, 박용휘, 신승빈",https://bit.ly/3mvwOVS,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ed8dd3707c64b04966f5dbce0fa0098&thumb=Y,2023-04-27,기관,2023-04-14,2023-05-13,기타,37.45657851,126.8959725,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141495&menuNo=200009
축제-자연/경관,중구,2023 한강불빛공연 [드론라이트쇼],2023-04-29~2023-05-06, 뚝섬한강공원 수변무대,서울시청,시민 누구나,,,,,https://www.instagram.com/seoulfesta_official/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f4b8bfef6b444ea088a1c7dc4b8f3167&thumb=Y,2023-04-26,기관,2023-04-29,2023-05-06,문화가 있는 날,37.53895578,127.0416692,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141494&menuNo=200010
콘서트,용산구,문화가 흐르는 예술마당 5월 공연,2023-05-07~2023-05-31,노들섬 잔디마당,서울시청,시민 누구나,,,,,https://cultureseoul.co.kr/2023/?p=0202#day1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f091607189c1436e9e4957e3eaab7471&thumb=Y,2023-04-26,기관,2023-05-07,2023-05-31,문화가 있는 날,37.51766383,126.9580365,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141493&menuNo=200008
교육/체험,종로구,국립고궁박물관 임신부 대상 [왕실 태교] 대면 교육,2023-05-15~2023-06-19,국립고궁박물관(서울시 종로구 효자로12),기타,임신부,30000,,,,https://www.gogung.go.kr/gogung/main/main.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4fc15678e605442b83430c94695f95a5&thumb=Y,2023-04-26,기관,2023-05-15,2023-06-19,여성 문화행사,37.57659162,126.9749748,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141492&menuNo=200011
교육/체험,도봉구,청소년 예술공간 채움 장기 프로그램 [Best Dancer],2023-04-18~2023-05-04,청소년 예술공간 채움,도봉문화재단,청소년 10명,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=866&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0bf26f29fe34fa0b84304bf0ff9ab76&thumb=Y,2023-04-26,기관,2023-04-18,2023-05-04,어린이/청소년 문화행사,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141491&menuNo=200011
교육/체험,도봉구,함석헌기념관 체험 행사 [씨ㅇㆍㄹ의 감성 채움터],2023-04-29~2023-04-29,함석헌기념관 유리온실,도봉문화재단,초등학교 고학년 10명,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=864&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e86e750f1d046d69b4346155352dde6&thumb=Y,2023-04-26,기관,2023-04-29,2023-04-29,어린이/청소년 문화행사,37.65296162,127.0347964,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141490&menuNo=200011
연극,금천구,연극 [회란기],2023-06-02~2023-06-03,금나래아트홀,금천문화재단,홈페이지 참고,"전석 30,000원(할인율 상세페이지 참조)",,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3546&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e6f93199180d4df889dfef06dcb3f876&thumb=Y,2023-04-26,기관,2023-06-02,2023-06-03,기타,37.45657851,126.8959725,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141489&menuNo=200008
전시/미술,서초구,서리풀청년아트갤러리 [Liquid Crystal Friendship],2023-04-26~2023-05-19,서리풀청년아트갤러리,서초문화재단,전체관람가,,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=558,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7649844f0ee6439196e672fb7bb40afb&thumb=Y,2023-04-26,기관,2023-04-26,2023-05-19,기타,37.48113823,127.013504,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141488&menuNo=200009
무용,구로구,발레 [클라라 슈만],2023-05-19~2023-05-20,구로아트밸리 예술극장,구로문화재단,만 7세 이상,"R석 50,000원, S석 30,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3641&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f23e4b1f82d04e8485a8ce0594026fb0&thumb=Y,2023-04-26,기관,2023-05-19,2023-05-20,기타,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141486&menuNo=200008
축제-기타,송파구,[한성백제박물관] 2023 오늘은 어린이날 우리들 세상,2023-05-05~2023-05-05,한성백제박물관 광장 및 로비,한성백제박물관,누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=21330&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa289db4c6f347df89a6581b2222ea1b&thumb=Y,2023-04-26,기관,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.51543881,127.1208894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141485&menuNo=200010
전시/미술,광진구,[세종대학교 세종뮤지엄갤러리] 전인수 기획초대전,2023-04-26~2023-05-07,세종뮤지엄갤러리 ,기타,전체관람,무료,,,,https://blog.naver.com/sejonggallery,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e647a2b77fb148f384cf8945255fc8b7&thumb=Y,2023-04-25,시민,2023-04-26,2023-05-07,기타,37.55079808,127.0745756,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141483&menuNo=200009
전시/미술,강남구,갤러리에서 찾은 행복 Recipe,2023-05-03~2023-06-08,슈페리어갤러리,기타,누구나,무료,,,,https://www.gangnam.go.kr/office/gfac/board/gfac_artcube_02/238/view.do?mid=gfac_artcube_02&pgno=1&keyfield=BDM_MAIN_TITLE,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e6e8599db47453e825c8bc4113e451b&thumb=Y,2023-04-25,시민,2023-05-03,2023-06-08,기타,37.50809527,127.062,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141482&menuNo=200009
축제-문화/예술,중구,2023 책읽는 서울광장,2023-04-23~2023-06-25,서울도서관-서울광장,서울도서관,시민 누구나,,,,,https://lib.seoul.go.kr/rwww/html/ko/readingPlaza.jsp,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=72d2af6e40644d03a3459d02ed6ce92b&thumb=Y,2023-04-25,기관,2023-04-23,2023-06-25,문화가 있는 날,37.56533387,126.9776978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141481&menuNo=200010
교육/체험,강남구,[코리아나미술관] 시간/물질: 생동하는 뮤지엄 전시 연계 큐레이터 토크 안내,2023-04-29~2023-04-29,"서울시 강남구 언주로 827 스페이스 씨, 2층 세미나실 ",강남구청,<시간/물질: 생동하는 뮤지엄>에 관심있는 누구나,"일반 10,000원/ 학생 7,000원(전시관람료 포함)",,,,http://www.spacec.co.kr/edu/edu1?seq=126&page=1#126,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2bba4bef3567479b95ed29040c948ebe&thumb=Y,2023-04-25,기관,2023-04-29,2023-04-29,기타,37.52406916,127.032811,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141480&menuNo=200011
무용,중구,국립무용단 [산조],2023-06-23~2023-06-25,국립극장 해오름,국립극장,8세 이상 관람가,"VIP석 7만원, R석 5만원, S석 3만원, A석 2만원",국립무용단,,,https://me2.do/5t4dt9a7,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7a87acb9dcec4782af0c1c033b7b1745&thumb=Y,2023-04-25,기관,2023-06-23,2023-06-25,,37.55199491,126.9992673,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141479&menuNo=200008
전시/미술,중구,B-Forest : 이상한 DDP의 벨리곰,2023-04-30~2023-05-28,"D-숲, DDP디자인스토어, 동굴계단",동대문디자인플라자,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=570&boardno=16&bbstopno=570&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1f6733bffea547b89990a6caf5b5302c&thumb=Y,2023-04-25,기관,2023-04-30,2023-05-28,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141478&menuNo=200009
전시/미술,중구,프로젝트 서울:  서울형 공공건축의 탄생,2023-04-11~2023-06-04,서울도시건축전시관 비움홀과 갤러리3,서울시청,시민 누구나,,,,,https://sca.seoul.go.kr/seoulhour/site/urbanArch/exhibition/exhibitNow/801#n,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a7b895195e0d4171b80142d7ff94f6aa&thumb=Y,2023-04-25,기관,2023-04-11,2023-06-04,기타,37.56688375,126.9767024,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141477&menuNo=200009
교육/체험,중구,예술가의 수첩 [에드워드 호퍼: 길 위에서] 전시 연계 교육,2023-05-13~2023-07-22,서울시립미술관 서소문본관 B1 2강의실 서울시립미술관 서소문본관 4층 세마휴(옥상),서울시립미술관,"청소년 성인 청소년(만13-16세), 시니어, 성인",,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1167085,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2171050a8b39476090e87f1323737cbf&thumb=Y,2023-04-25,기관,2023-05-13,2023-07-22,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141476&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 가정의 달 맞이 [똥 돼지 왕 방귀] 인형극,2023-05-04~2023-05-04,도서관 2층 소강당,기타, 도서관 이용자 누구나 70명 내외,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1683&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=55bf7defb8c6455596a315acb6f14f04&thumb=Y,2023-04-24,기관,2023-05-04,2023-05-04,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141475&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 초등학생을 위한 도전 캡컷으로 1인 쇼츠 되기,2023-05-04~2023-06-22,지하 문화강좌실,기타, 초등학생 4학년 ~ 6학년 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1682&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c2cec3f5b6a4f7b9139af259563e2c9&thumb=Y,2023-04-24,기관,2023-05-04,2023-06-22,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141474&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 구글 AI 디지털정보 체험하기,2023-05-09~2023-06-27,4층 문화강좌실,기타,컴퓨터와 스마트폰을 어느정도 다룰 수 있는 성인 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1681&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=307b0a3e8d4d4bd9b4c64d5d1c1e327e&thumb=Y,2023-04-24,기관,2023-05-09,2023-06-27,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141473&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 왕초보 컴퓨터배우기 & 스마트한 인터넷 검색,2023-05-08~2023-06-26,4층 문화강좌실,기타,55세이상 누구나 11명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1680&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=640ee2e5b3084b6bafa600467c7bef1f&thumb=Y,2023-04-24,기관,2023-05-08,2023-06-26,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141472&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 증산정보도서관 스마트폰 생활 - 중급-,2023-05-04~2023-06-22,지하 문화강좌실,기타,55세이상 누구나 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1679&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08962ac6b11f418f8d789d72df1dd6d7&thumb=Y,2023-04-24,기관,2023-05-04,2023-06-22,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141471&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 증산정보도서관 스마트폰 활용 - 기초반-,2023-05-02~2023-06-27,2층 소강당,기타, 55세이상 누구나 10명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1678&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7f3cd417f1aa46849f0ec3bdf4915446&thumb=Y,2023-04-24,기관,2023-05-02,2023-06-27,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141470&menuNo=200011
교육/체험,은평구,[구립증산정보도서관]  어린이 직업탐색 네 꿈을 찾아봐!,2023-04-26~2023-04-26,3층 어린이열람실,기타,어린이 이용자 누구나 (25명),,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1677&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4993951fb94c45cbab621cbd2dd095ba&thumb=Y,2023-04-24,기관,2023-04-26,2023-04-26,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141469&menuNo=200011
연극,강서구,강서아트리움 개관행사 5월 연극공연,2023-05-19~2023-05-21,강서아트리움 (아리홀),강서문화원,홈페이지 참고,"20,000원 (할인정보 : 강서구민 10,000원/ 강서구 재직자 10,000원)",,,,https://kcc2000.modoo.at/?link=2glkcxv4&messageNo=149&mode=view&query=&queryType=0&myList=0&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0cdbb9696143476c8a9fccdd3e8eccd0&thumb=Y,2023-04-24,기관,2023-05-19,2023-05-21,기타,37.53754309,126.8376421,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141468&menuNo=200008
전시/미술,강서구,강서아트리움 개관 기념 특별전시 [회랑 : 중앙정원 展],2023-04-25~2023-05-12,강서아트리움 1층 '갤러리 서'(강서구 가로공원로 195),강서문화원,강서구민 누구나,,,,,https://kcc2000.modoo.at/?link=2glkcxv4&messageNo=150&mode=view&query=&queryType=0&myList=0&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f5991baabadf411a9f6b4df9cd49891e&thumb=Y,2023-04-24,기관,2023-04-25,2023-05-12,기타,37.53754309,126.8376421,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141467&menuNo=200009
축제-문화/예술,강동구,2023 강동 바람꽃 가족 축제,2023-05-14~2023-05-14,강동아트센터 바람꽃 마당,강동문화재단,누구나,,,,,http://www.gdfac.or.kr/web/lay2/bbs/S1T235C370/A/23/view.do?article_seq=14097&cpage=1&rows=10&condition=&keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9e8132d0fdf4f7caaf5d827b7118eb9&thumb=Y,2023-04-24,기관,2023-05-14,2023-05-14,문화가 있는 날,37.55122046,127.1573425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141466&menuNo=200010
콘서트,서초구,[어린이날 100주년 기념 음악회] 가족과 함께하는 와글와글 콘서트,2023-05-05~2023-05-05,반포 한강공원 세빛섬 야외무대 (예빛섬),기타,전 연령,,"코리안 윈드 오케스트라, 신성 윈드 오케스트라, 경남 필하모닉 청소년 관악단, 사회 윤나리, 소프라노 임청화, 마림바 협연 이하이, 마술 최진호",,,https://www.instagram.com/p/CqmeAa-SVXL/?igshid=YmMyMTA2M2Y=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2b88b5a9594e4fca8763bde6c5682fa7&thumb=Y,2023-04-24,시민,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.53895578,127.0416692,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141465&menuNo=200008
국악,강동구,6월 한밤의 공연 산책 [만보와 별별머리],2023-06-30~2023-06-30,강동아트센터 소극장 드림,강동문화재단,36개월이상 관람가,"전석 20,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1944&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9d8104ec63a4e2a87eb15b69d3b0bb8&thumb=Y,2023-04-24,기관,2023-06-30,2023-06-30,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141464&menuNo=200008
콘서트,도봉구,[평화문화진지] 2023 평화버스킹,2023-04-30~2023-06-04,평화문화진지,도봉문화재단,누구나,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=863&searchkey=NAME&search_gb=&gubun=01&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=84a75889362f4e3cb72b48f8e24b2ce2&thumb=Y,2023-04-24,기관,2023-04-30,2023-06-04,기타,37.69078014,127.0468126,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141463&menuNo=200008
교육/체험,구로구,[서울아트책보고] 팝업북 놀이터,2023-04-30~2023-04-30,서울아트책보고 해보고(워크숍룸),서울아트책보고,6세~13세,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=3489&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9843de547bc4bc6ba9b66746828eb4c&thumb=Y,2023-04-24,기관,2023-04-30,2023-04-30,어린이/청소년 문화행사,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141462&menuNo=200011
